ID,Item ID (ERP System),Item Description,Status,Current Step Contact Information,Reason For Hold,Requestor Region,New Bulk SKU Needed,Item Class,Country(ies) Sold To,Item Type,Business Case,Purpose,Sourcing Availability,Production Feasibility,Sourcing Timing (months),Source,Product State,Juice/QA Formulation,Factory Formulation #,Class ID,Package Size,Primary Unit of Measure,Secondary Unit of Measure,Product Category,Technology,Price (USD),Brand,Strategic Partner,Suggested Price,Project Priority Rank,Default Site ID,Regulatory Resources,Registration Feasibility,Registration Approval Timeline (# of months),Import Permit Timeline (# of months),Registration Expiration,Import Permit Expiration,Default Site,Valuation Method,Item GL Class,Tax Category,Label,Product Weight,Internal Descriptor,EPA #,Non VLS Finished Good,Manufacturer Name,Product Shelf Life,Product Shelf Life Count,Label Location Box,Label Location Container,Registration Required,Import Permit Required,Shipping COA Completed,Certified Organic,VLS Pay Tonnage,HS Tariff Code Boolean,HS Tariff Code String,Stock Item,Item Description (ERP System),BOM Owner,Country,Royalty Required,Record Type,Created,Lot/Serial Tracked,Marketing Category,Hold Estimated Completion Date,Brand Type,Brand Family,Third Party Responsible for Permit,Third Party Responsible for Registration,Market Segment,LANL,UCHI,MITSUI,UCA,SFP Pipeline,Created By,SDS Needed,SDS Available,New SDS Needed,GHS Hazard,Transportation Hazard,Regulatory ID,Product Segment,Comments,CompanyBrand,Stocking UOM,Sales UOM,Purchasing UOM,Product UOM,UOM,Customer Name,Bulk Product,Bulk Part Number,Density,Density UOM,Label Approved,Container Label Name,Container Label Part Number,Box Label Number,Box Label Description,Label Description,Lot Number Location,Info to be printed on Label,Expirations,Company ID,Regulatory Comments (US/Canada),Supplier Name,Item Type1,Content Type,Modified,Modified By,Item Child Count,Folder Child Count,Label setting,Retention label,Retention label Applied,Label applied by,Compliance Asset Id,NewItemSetupWF,TargetSalesDate,TargetDistributionDate,FinishedGoodRequestType,Comments (Regulatory),Comments (Operations),DateNeeded,PrivateLabelCompanyName,Stock Base Price,EDI Distributor Price,EDI Suggested Dealer Price,Estimated COGS,SubRegion,On Hold,Customer Item Type,Selling UOM,Reason for Rejection,Rejected By,Step Rejected In,Rejected Date,Current Step,New Product Category Needed,Pricing,Manufacturing Lead Time,Marketing Comments,Print on Container,Print on Container Label,Print on Box Label,Special Packaging Instructions,Estimated Label Completion Date,Packaging Type,Equipment Type,Pieces Per Pallet,BOM loaded into Oracle,Work Definition loaded into Oracle,Label Received,Standard Cost loaded into Oracle,Oracle Inventory ID,Product would be damaged if exposed to extreme temperatures?,Link to SDS,Transportation Requirements,Proper Shipping Name,Technical Name,Packaging Group,UN Number,UN Class,Long Description,Product to be Exported?,Schedule B #,Import Permit #,Product Application,Current Step Key Contacts Group,Current Step Start Date,Link to Label,SDS Hold Flag,Label Hold Flag,Item Type2,Path
27,1007039,Finish 5-15-36 (2000 lb) (Valley Ag),Finished,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,"Valley Ag has order in for bulk Finish, which we need an inventory id for 2000# bag to fulfill.",Fill PO for bulk with an inventory id we can use to ship.,TRUE,TRUE,,,,,0896,,Ton,Kilogram,,Plant Extract-Chelated Nutrients,,1.9,Finish 5-15-36Finish 5-15-36,,1.9,,,,,,,,,Pasco,,,,,,,N/A,,VLS,,,,,,,,No,No,,,,Finish 5-15-36 (2000 lb) (Valley Ag),,USA,,,45048.19083,No,X,,Private Label,Finish Brand Family,,,X,0,0,0,0,0,Cody Reynolds,No,,,Yes,No,N/A,Biostimulants,,Valley Ag,POUNDS,POUNDS,POUNDS,POUNDS,,,N/A,,,,,,,,,,,,,,,,,Item,45436.43475,SharePoint_Nintex Service,0,0,,,,,,,45048,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
28,1007072,Polyamine Boron Organic (2.5 gal) (OR only),Finished,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,Oregon specific label needs individual sku do to regulatory,Oregon specific label needs individual sku do to regulatory,TRUE,TRUE,,,,,4193,,2.5 gal,Liter,,Plant Extract-Chelated Nutrients,,21.55,OtherPolyamine Boron Organic,,21.55,,,,,,,,,Pasco,,,,,,,N/A,,VLS,,,,,,,,Yes,Yes,,,,Polyamine Boron Organic (2.5 gal) (OR only),,USA,,,45056.41514,No,X,,Verdesian Branded,Polyamines Family,,,X,0,0,0,0,0,Cody Reynolds,No,,,Yes,No,10487,Biostimulants,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,N/A,,,,,,,,,,,,,,,,,Item,45436.43476,SharePoint_Nintex Service,0,0,,,,,,,45079,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
29,1007073,Polyamine Boron Organic (265 gal) (OR only),Finished,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,Oregon specific label needs individual sku,Oregon specific label needs individual sku,TRUE,TRUE,,,,,4193,,265 gal,Liter,,Plant Extract-Chelated Nutrients,,20.55,OtherPolyamine Boron Organic,,20.55,,,,,,,,,Pasco,,,,,,,N/A,,VLS,,,,,,,,Yes,Yes,,,,Polyamine Boron Organic (265 gal) (OR only),,USA,,,45056.41573,No,X,,Verdesian Branded,Polyamines Family,,,X,0,0,0,0,0,Cody Reynolds,No,,,Yes,No,10487,Biostimulants,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,N/A,,,,,,,,,,,,,,,,,Item,45436.43476,SharePoint_Nintex Service,0,0,,,,,,,45079,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
30,,Gen-Max Cal-12 (bulk) (GS Long),Rejected by Alignment Team,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,"Business is currently with Nutrien Ag Solutions a competitor to GS Long.  They asked summer of 2022 to move to our product.  On average there is 50,000 gallons of this material moved in a season","Supply a basic Calcium Chloride Product to GS Long, which comes in via railcar.  Strenghten our relationship with GS Long",TRUE,TRUE,,,,,,,250 gal,Kilogram,,Macronutrients,,2.32,OtherGen-Max Cal-12,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,45068.68622,No,X,,Private Label,Cal-Plex Family,,,X,0,0,0,0,0,Kyle Hartmeier,,,,No,No,,Nutrients,,GS Long,POUNDS,POUNDS,POUNDS,POUNDS,,,,,,,,,,,,,,,,,,,,Item,45436.43476,SharePoint_Nintex Service,0,0,,,,,,,45069,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
31,1007077,Gravity L 38 Special with Take Off Technology (2.5 gal) (Heritage),Finished,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,Heritage PPG was historically a T&O subdivision of Winfield United -- 38 Special was a winfield product that we private labeled for Heritage. We have now re-named/relabeled this product for Heritage PPG as they are now their own entity.,"Rename/Relabel of current existing private label, but transfer of ownership to Heritage PPG.",TRUE,TRUE,,,,,4112,,2.5 gal,Liter,,Phosphites,,32.5,Gravity L 38 Special Take OffGravity L 38 Special Take Off,,32.5,,,,,,,,,Pasco,,,,,,,N/A,,VLS,,,,,,,,No,No,,,,Gravity L 38 Special with Take Off Technology (2.5 gal) (Heritage),,USA,,,45077.30804,No,X,,Private Label,Nutri-Phite Family,,,X,0,0,0,0,0,Marissa Mann,No,,,Yes,No,N/A,Biostimulants,,Heritage PPG,LITER,GALLON,CASE,LITER,,,N/A,,,,,,,,,,,,,,,,,Item,45436.43476,SharePoint_Nintex Service,0,0,,,,,,,45078,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
32,1007078,Gravity L Calcium with Tap-In (2.5 gal) (Heritage),Finished,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,Heritage PPG T&O private labeling our polyamine portfolio - estimated year 1 total sales of 2 truckloads across polyamine SKUS with growth forecasted.,Calcium polyamines private labeled for T&O,TRUE,TRUE,,,,,1214,,2.5 gal,Liter,,Plant Extract-Chelated Nutrients,,19.83,OtherGravity L Calcium with Tap-In,,19.83,,,,,,,,,Pasco,,,,,,,N/A,,VLS,,,,,,,,No,No,,,,Gravity L Calcium with Tap-In (2.5 gal) (Heritage),,USA,,,45077.31068,No,X,,Private Label,Polyamines Family,,,X,0,0,0,0,0,Marissa Mann,No,,,Yes,No,N/A,Biostimulants,,Heritage PPG,LITER,GALLON,CASE,LITER,,,N/A,,,,,,,,,,,,,,,,,Item,45436.43476,SharePoint_Nintex Service,0,0,,,,,,,45078,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
33,1007083,Gravity L Iron with Tap-In (2.5 gal) (Heritage),Finished,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,Heritage PPG T&O private labeling our polyamine portfolio - estimated year 1 total sales of 2 truckloads across polyamine SKUS with growth forecasted.,"Polyamine Iron for turf, lawns, ornamental -- large selling point of non-staining to this customer base.",TRUE,TRUE,,,,,1210,,2.5 gal,Liter,,Plant Extract-Chelated Nutrients,,19.83,OtherGravity L Iron with Tap-In,,19.83,,,,,,,,,Pasco,,,,,,,N/A,,VLS,,,,,,,,No,No,,,,Gravity L Iron with Tap-In (2.5 gal) (Heritage),,USA,,,45077.31175,No,X,,Private Label,Polyamines Family,,,X,0,0,0,0,0,Marissa Mann,No,,,No,No,N/A,Biostimulants,,Heritage PPG,LITER,GALLON,CASE,LITER,,,N/A,,,,,,,,,,,,,,,,,Item,45436.43476,SharePoint_Nintex Service,0,0,,,,,,,45078,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
34,1007084,Gravity L Magnesium with Tap-In (2.5 gal) (Heritage),Finished,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,"Heritage PPG T&O private labeling our polyamine portfolio - estimated year 1 total sales of 2 truckloads across polyamine SKUS with growth forecasted. 

Heritage is taking care of registrations and label printing",Polyamine Magnesium private labeled for T&O market.,TRUE,TRUE,,,,,1213,,2.5 gal,Liter,,Plant Extract-Chelated Nutrients,,19.83,OtherGravity L Magnesium with Tap-In,,19.83,,,,,,,,,Pasco,,,,,,,N/A,,VLS,,,,,,,,No,No,,,,Gravity L Magnesium with Tap-In (2.5 gal) (Heritage),,USA,,,45077.31285,No,X,,Private Label,Polyamines Family,,,X,0,0,0,0,0,Marissa Mann,No,,,No,No,N/A,Biostimulants,,Heritage PPG,LITER,GALLON,CASE,LITER,,,N/A,,,,,,,,,,,,,,,,,Item,45436.43476,SharePoint_Nintex Service,0,0,,,,,,,45078,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
35,1007085,Gravity L Manganese with Tap-In (2.5 gal) (Heritage),Finished,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,"Heritage PPG T&O private labeling our polyamine portfolio - estimated year 1 total sales of 2 truckloads across polyamine SKUS with growth forecasted.

Heritage is handling registrations and printing of labels.",Polyamine Manganese for the T&O market.,TRUE,TRUE,,,,,1209,,2.5 gal,Liter,,Plant Extract-Chelated Nutrients,,19.83,OtherGravity L Manganese with Tap-In,,19.83,,,,,,,,,Pasco,,,,,,,N/A,,VLS,,,,,,,,No,No,,,,Gravity L Manganese with Tap-In (2.5 gal) (Heritage),,USA,,,45077.31361,No,X,,Private Label,Polyamines Family,,,X,0,0,0,0,0,Marissa Mann,No,,,No,No,N/A,Biostimulants,,Heritage PPG,LITER,GALLON,CASE,LITER,,,N/A,,,,,,,,,,,,,,,,,Item,45436.43476,SharePoint_Nintex Service,0,0,,,,,,,45078,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
36,1007082,0-51-30 Water Soluble Fertilizer,Finished,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,Winfield United has asked if we would be interested in toll producing 2-3 truckloads of their product for the Washington Market by end of June. Winfield needs pricing before they can commit to production.,Supply of material is going to be for a dry soluble product in the Hop market,TRUE,TRUE,,,,,4246,,50 lbs,Kilogram,,Macronutrients,,1.35,Other0-51-30 Water Soluble Fertilizer (Winfield),,1.35,,,,,,,,,Pasco,,,,,,,N/A,,VLS,,,,,,,,No,No,,,,0-51-30 Water Soluble Fertilizer (50 lbs),,USA,,,45079.49839,No,X,,Private Label,0-51-30 Water Soluble Fertilizer,,,X,0,0,0,0,0,Kyle Hartmeier,Yes,,,Yes,No,N/A,Nutrients,"We have production available after June 15 in the Dry plant at Pasco and could make this product for Winfield if we can make the price and raw materials work.

Order of insertion

1)Monopotassium Phosphate  89.5%
2)Mono Ammonium Phosphate 8.56%
3)Citric Acid 1.74%
4)Magnesium Sulfate Anhydrous 19.8%, .10%
5)MicroCell-E .05%
6)Liquitint Agro Blue UT .05%",Winfield,POUNDS,POUNDS,POUNDS,POUNDS,,,N/A,,,,,,,,,,,,,,,,,Item,45436.43476,SharePoint_Nintex Service,0,0,,,,,,,45103,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
